,r,t,fc
0,0.1000,1.0,0.51
0,0.1000,2.0,0.51
0,0.1000,3.0,0.5
0,0.1000,4.0,0.5
0,0.1000,5.0,0.49
0,0.1000,6.0,0.48
0,0.1000,7.0,0.48
0,0.1000,8.0,0.48
0,0.1000,9.0,0.48
0,0.1000,10.0,0.47
0,0.1000,11.0,0.47
0,0.1000,12.0,0.47
0,0.1000,13.0,0.47
0,0.1000,14.0,0.47
0,0.1000,15.0,0.47
0,0.1000,16.0,0.48
0,0.1000,17.0,0.48
0,0.1000,18.0,0.49
0,0.1000,19.0,0.5
0,0.1000,20.0,0.5
0,0.1000,21.0,0.5
0,0.1000,22.0,0.5
0,0.1000,23.0,0.5
0,0.1000,24.0,0.5
0,0.1000,25.0,0.5
0,0.1000,26.0,0.5
0,0.1000,27.0,0.5
0,0.1000,28.0,0.5
0,0.1000,29.0,0.5
0,0.1000,30.0,0.49
0,0.1000,31.0,0.49
0,0.1000,32.0,0.49
0,0.1000,33.0,0.49
0,0.1000,34.0,0.49
0,0.1000,35.0,0.49
0,0.1000,36.0,0.5
0,0.1000,37.0,0.5
0,0.1000,38.0,0.51
0,0.1000,39.0,0.51
0,0.1000,40.0,0.5
0,0.1000,41.0,0.5
0,0.1000,42.0,0.49
0,0.1000,43.0,0.49
0,0.1000,44.0,0.49
0,0.1000,45.0,0.48
0,0.1000,46.0,0.48
0,0.1000,47.0,0.48
0,0.1000,48.0,0.48
0,0.1000,49.0,0.48
0,0.1000,50.0,0.48
0,0.1000,51.0,0.48
0,0.1000,52.0,0.47
0,0.1000,53.0,0.47
0,0.1000,54.0,0.47
0,0.1000,55.0,0.46
0,0.1000,56.0,0.46
0,0.1000,57.0,0.46
0,0.1000,58.0,0.45
0,0.1000,59.0,0.45
0,0.1000,60.0,0.44
0,0.1000,61.0,0.43
0,0.1000,62.0,0.43
0,0.1000,63.0,0.43
0,0.1000,64.0,0.43
0,0.1000,65.0,0.43
0,0.1000,66.0,0.43
0,0.1000,67.0,0.43
0,0.1000,68.0,0.43
0,0.1000,69.0,0.43
0,0.1000,70.0,0.43
0,0.1000,71.0,0.43
0,0.1000,72.0,0.43
0,0.1000,73.0,0.43
0,0.1000,74.0,0.43
0,0.1000,75.0,0.43
0,0.1000,76.0,0.43
0,0.1000,77.0,0.42
0,0.1000,78.0,0.43
0,0.1000,79.0,0.43
0,0.1000,80.0,0.42
0,0.1000,81.0,0.42
0,0.1000,82.0,0.42
0,0.1000,83.0,0.42
0,0.1000,84.0,0.42
0,0.1000,85.0,0.42
0,0.1000,86.0,0.41
0,0.1000,87.0,0.41
0,0.1000,88.0,0.41
0,0.1000,89.0,0.41
0,0.1000,90.0,0.41
0,0.1000,91.0,0.41
0,0.1000,92.0,0.42
0,0.1000,93.0,0.42
0,0.1000,94.0,0.42
0,0.1000,95.0,0.42
0,0.1000,96.0,0.41
0,0.1000,97.0,0.41
0,0.1000,98.0,0.41
0,0.1000,99.0,0.41
0,0.1000,100.0,0.41
0,0.1000,101.0,0.41
0,0.1000,102.0,0.41
0,0.1000,103.0,0.4
0,0.1000,104.0,0.4
0,0.1000,105.0,0.4
0,0.1000,106.0,0.4
0,0.1000,107.0,0.4
0,0.1000,108.0,0.4
0,0.1000,109.0,0.39
0,0.1000,110.0,0.39
0,0.1000,111.0,0.39
0,0.1000,112.0,0.38
0,0.1000,113.0,0.38
0,0.1000,114.0,0.37
0,0.1000,115.0,0.37
0,0.1000,116.0,0.37
0,0.1000,117.0,0.37
0,0.1000,118.0,0.37
0,0.1000,119.0,0.37
0,0.1000,120.0,0.37
0,0.1000,121.0,0.37
0,0.1000,122.0,0.37
0,0.1000,123.0,0.38
0,0.1000,124.0,0.38
0,0.1000,125.0,0.38
0,0.1000,126.0,0.38
0,0.1000,127.0,0.38
0,0.1000,128.0,0.38
0,0.1000,129.0,0.38
0,0.1000,130.0,0.38
0,0.1000,131.0,0.38
0,0.1000,132.0,0.38
0,0.1000,133.0,0.39
0,0.1000,134.0,0.39
0,0.1000,135.0,0.39
0,0.1000,136.0,0.39
0,0.1000,137.0,0.39
0,0.1000,138.0,0.39
0,0.1000,139.0,0.39
0,0.1000,140.0,0.39
0,0.1000,141.0,0.39
0,0.1000,142.0,0.39
0,0.1000,143.0,0.39
0,0.1000,144.0,0.38
0,0.1000,145.0,0.37
0,0.1000,146.0,0.37
0,0.1000,147.0,0.37
0,0.1000,148.0,0.37
0,0.1000,149.0,0.37
0,0.1000,150.0,0.37
0,0.1000,151.0,0.36
0,0.1000,152.0,0.36
0,0.1000,153.0,0.36
0,0.1000,154.0,0.36
0,0.1000,155.0,0.36
0,0.1000,156.0,0.37
0,0.1000,157.0,0.37
0,0.1000,158.0,0.37
0,0.1000,159.0,0.37
0,0.1000,160.0,0.37
0,0.1000,161.0,0.37
0,0.1000,162.0,0.37
0,0.1000,163.0,0.36
0,0.1000,164.0,0.36
0,0.1000,165.0,0.36
0,0.1000,166.0,0.36
0,0.1000,167.0,0.36
0,0.1000,168.0,0.36
0,0.1000,169.0,0.36
0,0.1000,170.0,0.36
0,0.1000,171.0,0.36
0,0.1000,172.0,0.36
0,0.1000,173.0,0.36
0,0.1000,174.0,0.36
0,0.1000,175.0,0.35
0,0.1000,176.0,0.35
0,0.1000,177.0,0.34
0,0.1000,178.0,0.35
0,0.1000,179.0,0.34
0,0.1000,180.0,0.34
0,0.1000,181.0,0.33
0,0.1000,182.0,0.33
0,0.1000,183.0,0.33
0,0.1000,184.0,0.33
0,0.1000,185.0,0.33
0,0.1000,186.0,0.33
0,0.1000,187.0,0.33
0,0.1000,188.0,0.32
0,0.1000,189.0,0.32
0,0.1000,190.0,0.32
0,0.1000,191.0,0.32
0,0.1000,192.0,0.32
0,0.1000,193.0,0.32
0,0.1000,194.0,0.32
0,0.1000,195.0,0.32
0,0.1000,196.0,0.32
0,0.1000,197.0,0.32
0,0.1000,198.0,0.32
0,0.1000,199.0,0.32
0,0.1000,200.0,0.32
0,0.1000,201.0,0.32
0,0.1000,202.0,0.32
0,0.1000,203.0,0.32
0,0.1000,204.0,0.32
0,0.1000,205.0,0.32
0,0.1000,206.0,0.32
0,0.1000,207.0,0.32
0,0.1000,208.0,0.32
0,0.1000,209.0,0.32
0,0.1000,210.0,0.31
0,0.1000,211.0,0.3
0,0.1000,212.0,0.3
0,0.1000,213.0,0.3
0,0.1000,214.0,0.3
0,0.1000,215.0,0.29
0,0.1000,216.0,0.29
0,0.1000,217.0,0.29
0,0.1000,218.0,0.29
0,0.1000,219.0,0.29
0,0.1000,220.0,0.29
0,0.1000,221.0,0.29
0,0.1000,222.0,0.29
0,0.1000,223.0,0.29
0,0.1000,224.0,0.28
0,0.1000,225.0,0.28
0,0.1000,226.0,0.27
0,0.1000,227.0,0.27
0,0.1000,228.0,0.27
0,0.1000,229.0,0.27
0,0.1000,230.0,0.27
0,0.1000,231.0,0.27
0,0.1000,232.0,0.27
0,0.1000,233.0,0.27
0,0.1000,234.0,0.27
0,0.1000,235.0,0.27
0,0.1000,236.0,0.27
0,0.1000,237.0,0.27
0,0.1000,238.0,0.27
0,0.1000,239.0,0.27
0,0.1000,240.0,0.27
0,0.1000,241.0,0.27
0,0.1000,242.0,0.27
0,0.1000,243.0,0.27
0,0.1000,244.0,0.27
0,0.1000,245.0,0.27
0,0.1000,246.0,0.27
0,0.1000,247.0,0.26
0,0.1000,248.0,0.26
0,0.1000,249.0,0.26
0,0.1000,250.0,0.26
0,0.1000,251.0,0.26
0,0.1000,252.0,0.25
0,0.1000,253.0,0.25
0,0.1000,254.0,0.25
0,0.1000,255.0,0.25
0,0.1000,256.0,0.25
0,0.1000,257.0,0.25
0,0.1000,258.0,0.25
0,0.1000,259.0,0.24
0,0.1000,260.0,0.24
0,0.1000,261.0,0.25
0,0.1000,262.0,0.25
0,0.1000,263.0,0.25
0,0.1000,264.0,0.25
0,0.1000,265.0,0.25
0,0.1000,266.0,0.25
0,0.1000,267.0,0.25
0,0.1000,268.0,0.24
0,0.1000,269.0,0.24
0,0.1000,270.0,0.24
0,0.1000,271.0,0.24
0,0.1000,272.0,0.23
0,0.1000,273.0,0.22
0,0.1000,274.0,0.23
0,0.1000,275.0,0.23
0,0.1000,276.0,0.23
0,0.1000,277.0,0.24
0,0.1000,278.0,0.24
0,0.1000,279.0,0.24
0,0.1000,280.0,0.24
0,0.1000,281.0,0.24
0,0.1000,282.0,0.24
0,0.1000,283.0,0.24
0,0.1000,284.0,0.24
0,0.1000,285.0,0.24
0,0.1000,286.0,0.24
0,0.1000,287.0,0.24
0,0.1000,288.0,0.23
0,0.1000,289.0,0.23
0,0.1000,290.0,0.23
0,0.1000,291.0,0.23
0,0.1000,292.0,0.22
0,0.1000,293.0,0.22
0,0.1000,294.0,0.22
0,0.1000,295.0,0.21
0,0.1000,296.0,0.21
0,0.1000,297.0,0.21
0,0.1000,298.0,0.21
0,0.1000,299.0,0.21
0,0.1000,300.0,0.21
0,0.1000,301.0,0.22
0,0.1000,302.0,0.22
0,0.1000,303.0,0.22
0,0.1000,304.0,0.22
0,0.1000,305.0,0.23
0,0.1000,306.0,0.23
0,0.1000,307.0,0.23
0,0.1000,308.0,0.23
0,0.1000,309.0,0.23
0,0.1000,310.0,0.24
0,0.1000,311.0,0.24
0,0.1000,312.0,0.24
0,0.1000,313.0,0.24
0,0.1000,314.0,0.24
0,0.1000,315.0,0.24
0,0.1000,316.0,0.23
0,0.1000,317.0,0.23
0,0.1000,318.0,0.23
0,0.1000,319.0,0.23
0,0.1000,320.0,0.23
0,0.1000,321.0,0.23
0,0.1000,322.0,0.22
0,0.1000,323.0,0.22
0,0.1000,324.0,0.22
0,0.1000,325.0,0.22
0,0.1000,326.0,0.22
0,0.1000,327.0,0.22
0,0.1000,328.0,0.22
0,0.1000,329.0,0.22
0,0.1000,330.0,0.22
0,0.1000,331.0,0.22
0,0.1000,332.0,0.22
0,0.1000,333.0,0.22
0,0.1000,334.0,0.22
0,0.1000,335.0,0.22
0,0.1000,336.0,0.21
0,0.1000,337.0,0.21
0,0.1000,338.0,0.21
0,0.1000,339.0,0.21
0,0.1000,340.0,0.22
0,0.1000,341.0,0.22
0,0.1000,342.0,0.22
0,0.1000,343.0,0.22
0,0.1000,344.0,0.22
0,0.1000,345.0,0.22
0,0.1000,346.0,0.22
0,0.1000,347.0,0.22
0,0.1000,348.0,0.22
0,0.1000,349.0,0.21
0,0.1000,350.0,0.21
0,0.1000,351.0,0.2
0,0.1000,352.0,0.2
0,0.1000,353.0,0.2
0,0.1000,354.0,0.2
0,0.1000,355.0,0.2
0,0.1000,356.0,0.2
0,0.1000,357.0,0.2
0,0.1000,358.0,0.2
0,0.1000,359.0,0.19
0,0.1000,360.0,0.19
0,0.1000,361.0,0.19
0,0.1000,362.0,0.19
0,0.1000,363.0,0.19
0,0.1000,364.0,0.19
0,0.1000,365.0,0.19
0,0.1000,366.0,0.19
0,0.1000,367.0,0.19
0,0.1000,368.0,0.19
0,0.1000,369.0,0.19
0,0.1000,370.0,0.19
0,0.1000,371.0,0.19
0,0.1000,372.0,0.19
0,0.1000,373.0,0.19
0,0.1000,374.0,0.19
0,0.1000,375.0,0.19
0,0.1000,376.0,0.19
0,0.1000,377.0,0.19
0,0.1000,378.0,0.19
0,0.1000,379.0,0.19
0,0.1000,380.0,0.19
0,0.1000,381.0,0.19
0,0.1000,382.0,0.2
0,0.1000,383.0,0.2
0,0.1000,384.0,0.19
0,0.1000,385.0,0.19
0,0.1000,386.0,0.19
0,0.1000,387.0,0.19
0,0.1000,388.0,0.19
0,0.1000,389.0,0.19
0,0.1000,390.0,0.19
0,0.1000,391.0,0.19
0,0.1000,392.0,0.19
0,0.1000,393.0,0.19
0,0.1000,394.0,0.19
0,0.1000,395.0,0.19
0,0.1000,396.0,0.19
0,0.1000,397.0,0.19
0,0.1000,398.0,0.19
0,0.1000,399.0,0.19
0,0.1000,400.0,0.19
0,0.1000,401.0,0.19
0,0.1000,402.0,0.19
0,0.1000,403.0,0.19
0,0.1000,404.0,0.19
0,0.1000,405.0,0.18
0,0.1000,406.0,0.18
0,0.1000,407.0,0.18
0,0.1000,408.0,0.18
0,0.1000,409.0,0.18
0,0.1000,410.0,0.17
0,0.1000,411.0,0.17
0,0.1000,412.0,0.17
0,0.1000,413.0,0.17
0,0.1000,414.0,0.17
0,0.1000,415.0,0.17
0,0.1000,416.0,0.17
0,0.1000,417.0,0.17
0,0.1000,418.0,0.17
0,0.1000,419.0,0.17
0,0.1000,420.0,0.17
0,0.1000,421.0,0.17
0,0.1000,422.0,0.17
0,0.1000,423.0,0.17
0,0.1000,424.0,0.17
0,0.1000,425.0,0.17
0,0.1000,426.0,0.17
0,0.1000,427.0,0.17
0,0.1000,428.0,0.17
0,0.1000,429.0,0.17
0,0.1000,430.0,0.17
0,0.1000,431.0,0.17
0,0.1000,432.0,0.16
0,0.1000,433.0,0.16
0,0.1000,434.0,0.16
0,0.1000,435.0,0.16
0,0.1000,436.0,0.15
0,0.1000,437.0,0.15
0,0.1000,438.0,0.15
0,0.1000,439.0,0.15
0,0.1000,440.0,0.15
0,0.1000,441.0,0.15
0,0.1000,442.0,0.15
0,0.1000,443.0,0.15
0,0.1000,444.0,0.14
0,0.1000,445.0,0.14
0,0.1000,446.0,0.14
0,0.1000,447.0,0.14
0,0.1000,448.0,0.14
0,0.1000,449.0,0.14
0,0.1000,450.0,0.14
0,0.1000,451.0,0.14
0,0.1000,452.0,0.14
0,0.1000,453.0,0.14
0,0.1000,454.0,0.14
0,0.1000,455.0,0.14
0,0.1000,456.0,0.14
0,0.1000,457.0,0.14
0,0.1000,458.0,0.14
0,0.1000,459.0,0.14
0,0.1000,460.0,0.14
0,0.1000,461.0,0.14
0,0.1000,462.0,0.13
0,0.1000,463.0,0.13
0,0.1000,464.0,0.13
0,0.1000,465.0,0.13
0,0.1000,466.0,0.13
0,0.1000,467.0,0.13
0,0.1000,468.0,0.13
0,0.1000,469.0,0.13
0,0.1000,470.0,0.13
0,0.1000,471.0,0.13
0,0.1000,472.0,0.13
0,0.1000,473.0,0.13
0,0.1000,474.0,0.13
0,0.1000,475.0,0.13
0,0.1000,476.0,0.13
0,0.1000,477.0,0.12
0,0.1000,478.0,0.12
0,0.1000,479.0,0.12
0,0.1000,480.0,0.12
0,0.1000,481.0,0.11
0,0.1000,482.0,0.11
0,0.1000,483.0,0.11
0,0.1000,484.0,0.11
0,0.1000,485.0,0.1
0,0.1000,486.0,0.1
0,0.1000,487.0,0.1
0,0.1000,488.0,0.1
0,0.1000,489.0,0.1
0,0.1000,490.0,0.1
0,0.1000,491.0,0.1
0,0.1000,492.0,0.1
0,0.1000,493.0,0.1
0,0.1000,494.0,0.1
0,0.1000,495.0,0.1
0,0.1000,496.0,0.1
0,0.1000,497.0,0.1
0,0.1000,498.0,0.1
0,0.1000,499.0,0.1
0,0.1000,500.0,0.1
0,0.1000,501.0,0.1
0,0.1000,502.0,0.1
0,0.1000,503.0,0.1
0,0.1000,504.0,0.1
0,0.1000,505.0,0.1
0,0.1000,506.0,0.1
0,0.1000,507.0,0.09
0,0.1000,508.0,0.09
0,0.1000,509.0,0.09
0,0.1000,510.0,0.09
0,0.1000,511.0,0.09
0,0.1000,512.0,0.09
0,0.1000,513.0,0.09
0,0.1000,514.0,0.09
0,0.1000,515.0,0.09
0,0.1000,516.0,0.09
0,0.1000,517.0,0.09
0,0.1000,518.0,0.09
0,0.1000,519.0,0.09
0,0.1000,520.0,0.09
0,0.1000,521.0,0.09
0,0.1000,522.0,0.09
0,0.1000,523.0,0.09
0,0.1000,524.0,0.09
0,0.1000,525.0,0.09
0,0.1000,526.0,0.09
0,0.1000,527.0,0.09
0,0.1000,528.0,0.09
0,0.1000,529.0,0.09
0,0.1000,530.0,0.09
0,0.1000,531.0,0.09
0,0.1000,532.0,0.09
0,0.1000,533.0,0.09
0,0.1000,534.0,0.09
0,0.1000,535.0,0.09
0,0.1000,536.0,0.09
0,0.1000,537.0,0.09
0,0.1000,538.0,0.09
0,0.1000,539.0,0.09
0,0.1000,540.0,0.09
0,0.1000,541.0,0.09
0,0.1000,542.0,0.09
0,0.1000,543.0,0.09
0,0.1000,544.0,0.09
0,0.1000,545.0,0.09
0,0.1000,546.0,0.09
0,0.1000,547.0,0.09
0,0.1000,548.0,0.09
0,0.1000,549.0,0.08
0,0.1000,550.0,0.08
0,0.1000,551.0,0.08
0,0.1000,552.0,0.08
0,0.1000,553.0,0.08
0,0.1000,554.0,0.08
0,0.1000,555.0,0.08
0,0.1000,556.0,0.08
0,0.1000,557.0,0.08
0,0.1000,558.0,0.08
0,0.1000,559.0,0.08
0,0.1000,560.0,0.08
0,0.1000,561.0,0.08
0,0.1000,562.0,0.08
0,0.1000,563.0,0.08
0,0.1000,564.0,0.07
0,0.1000,565.0,0.07
0,0.1000,566.0,0.07
0,0.1000,567.0,0.07
0,0.1000,568.0,0.07
0,0.1000,569.0,0.07
0,0.1000,570.0,0.07
0,0.1000,571.0,0.07
0,0.1000,572.0,0.07
0,0.1000,573.0,0.07
0,0.1000,574.0,0.07
0,0.1000,575.0,0.07
0,0.1000,576.0,0.07
0,0.1000,577.0,0.07
0,0.1000,578.0,0.07
0,0.1000,579.0,0.07
0,0.1000,580.0,0.07
0,0.1000,581.0,0.07
0,0.1000,582.0,0.07
0,0.1000,583.0,0.07
0,0.1000,584.0,0.07
0,0.1000,585.0,0.07
0,0.1000,586.0,0.07
0,0.1000,587.0,0.07
0,0.1000,588.0,0.06
0,0.1000,589.0,0.06
0,0.1000,590.0,0.06
0,0.1000,591.0,0.06
0,0.1000,592.0,0.06
0,0.1000,593.0,0.06
0,0.1000,594.0,0.06
0,0.1000,595.0,0.06
0,0.1000,596.0,0.06
0,0.1000,597.0,0.06
0,0.1000,598.0,0.06
0,0.1000,599.0,0.06
0,0.1000,600.0,0.06
0,0.1000,601.0,0.06
0,0.1000,602.0,0.07
0,0.1000,603.0,0.07
0,0.1000,604.0,0.07
0,0.1000,605.0,0.07
0,0.1000,606.0,0.07
0,0.1000,607.0,0.07
0,0.1000,608.0,0.07
0,0.1000,609.0,0.07
0,0.1000,610.0,0.07
0,0.1000,611.0,0.07
0,0.1000,612.0,0.07
0,0.1000,613.0,0.07
0,0.1000,614.0,0.07
0,0.1000,615.0,0.07
0,0.1000,616.0,0.07
0,0.1000,617.0,0.07
0,0.1000,618.0,0.07
0,0.1000,619.0,0.07
0,0.1000,620.0,0.07
0,0.1000,621.0,0.07
0,0.1000,622.0,0.07
0,0.1000,623.0,0.07
0,0.1000,624.0,0.07
0,0.1000,625.0,0.07
0,0.1000,626.0,0.07
0,0.1000,627.0,0.07
0,0.1000,628.0,0.07
0,0.1000,629.0,0.07
0,0.1000,630.0,0.07
0,0.1000,631.0,0.07
0,0.1000,632.0,0.07
0,0.1000,633.0,0.07
0,0.1000,634.0,0.07
0,0.1000,635.0,0.07
0,0.1000,636.0,0.07
0,0.1000,637.0,0.07
0,0.1000,638.0,0.06
0,0.1000,639.0,0.06
0,0.1000,640.0,0.06
0,0.1000,641.0,0.06
0,0.1000,642.0,0.06
0,0.1000,643.0,0.06
0,0.1000,644.0,0.06
0,0.1000,645.0,0.06
0,0.1000,646.0,0.06
0,0.1000,647.0,0.06
0,0.1000,648.0,0.06
0,0.1000,649.0,0.06
0,0.1000,650.0,0.06
0,0.1000,651.0,0.06
0,0.1000,652.0,0.06
0,0.1000,653.0,0.06
0,0.1000,654.0,0.06
0,0.1000,655.0,0.06
0,0.1000,656.0,0.06
0,0.1000,657.0,0.06
0,0.1000,658.0,0.06
0,0.1000,659.0,0.06
0,0.1000,660.0,0.06
0,0.1000,661.0,0.06
0,0.1000,662.0,0.06
0,0.1000,663.0,0.06
0,0.1000,664.0,0.06
0,0.1000,665.0,0.06
0,0.1000,666.0,0.06
0,0.1000,667.0,0.06
0,0.1000,668.0,0.06
0,0.1000,669.0,0.06
0,0.1000,670.0,0.06
0,0.1000,671.0,0.06
0,0.1000,672.0,0.06
0,0.1000,673.0,0.06
0,0.1000,674.0,0.06
0,0.1000,675.0,0.06
0,0.1000,676.0,0.06
0,0.1000,677.0,0.06
0,0.1000,678.0,0.06
0,0.1000,679.0,0.06
0,0.1000,680.0,0.06
0,0.1000,681.0,0.06
0,0.1000,682.0,0.06
0,0.1000,683.0,0.06
0,0.1000,684.0,0.06
0,0.1000,685.0,0.06
0,0.1000,686.0,0.06
0,0.1000,687.0,0.06
0,0.1000,688.0,0.06
0,0.1000,689.0,0.06
0,0.1000,690.0,0.06
0,0.1000,691.0,0.06
0,0.1000,692.0,0.06
0,0.1000,693.0,0.06
0,0.1000,694.0,0.06
0,0.1000,695.0,0.06
0,0.1000,696.0,0.06
0,0.1000,697.0,0.06
0,0.1000,698.0,0.06
0,0.1000,699.0,0.06
0,0.1000,700.0,0.06
0,0.1000,701.0,0.06
0,0.1000,702.0,0.06
0,0.1000,703.0,0.06
0,0.1000,704.0,0.06
0,0.1000,705.0,0.06
0,0.1000,706.0,0.06
0,0.1000,707.0,0.06
0,0.1000,708.0,0.06
0,0.1000,709.0,0.07
0,0.1000,710.0,0.07
0,0.1000,711.0,0.07
0,0.1000,712.0,0.07
0,0.1000,713.0,0.07
0,0.1000,714.0,0.07
0,0.1000,715.0,0.07
0,0.1000,716.0,0.07
0,0.1000,717.0,0.07
0,0.1000,718.0,0.06
0,0.1000,719.0,0.06
0,0.1000,720.0,0.06
0,0.1000,721.0,0.06
0,0.1000,722.0,0.06
0,0.1000,723.0,0.06
0,0.1000,724.0,0.06
0,0.1000,725.0,0.06
0,0.1000,726.0,0.05
0,0.1000,727.0,0.05
0,0.1000,728.0,0.05
0,0.1000,729.0,0.05
0,0.1000,730.0,0.06
0,0.1000,731.0,0.06
0,0.1000,732.0,0.06
0,0.1000,733.0,0.06
0,0.1000,734.0,0.06
0,0.1000,735.0,0.06
0,0.1000,736.0,0.06
0,0.1000,737.0,0.06
0,0.1000,738.0,0.06
0,0.1000,739.0,0.05
0,0.1000,740.0,0.05
0,0.1000,741.0,0.05
0,0.1000,742.0,0.05
0,0.1000,743.0,0.05
0,0.1000,744.0,0.05
0,0.1000,745.0,0.05
0,0.1000,746.0,0.05
0,0.1000,747.0,0.05
0,0.1000,748.0,0.05
0,0.1000,749.0,0.05
0,0.1000,750.0,0.05
0,0.1000,751.0,0.05
0,0.1000,752.0,0.05
0,0.1000,753.0,0.05
0,0.1000,754.0,0.05
0,0.1000,755.0,0.05
0,0.1000,756.0,0.05
0,0.1000,757.0,0.05
0,0.1000,758.0,0.05
0,0.1000,759.0,0.05
0,0.1000,760.0,0.04
0,0.1000,761.0,0.04
0,0.1000,762.0,0.04
0,0.1000,763.0,0.04
0,0.1000,764.0,0.04
0,0.1000,765.0,0.04
0,0.1000,766.0,0.04
0,0.1000,767.0,0.04
0,0.1000,768.0,0.04
0,0.1000,769.0,0.04
0,0.1000,770.0,0.04
0,0.1000,771.0,0.04
0,0.1000,772.0,0.04
0,0.1000,773.0,0.04
0,0.1000,774.0,0.04
0,0.1000,775.0,0.04
0,0.1000,776.0,0.04
0,0.1000,777.0,0.05
0,0.1000,778.0,0.05
0,0.1000,779.0,0.05
0,0.1000,780.0,0.05
0,0.1000,781.0,0.05
0,0.1000,782.0,0.05
0,0.1000,783.0,0.05
0,0.1000,784.0,0.05
0,0.1000,785.0,0.05
0,0.1000,786.0,0.05
0,0.1000,787.0,0.05
0,0.1000,788.0,0.05
0,0.1000,789.0,0.05
0,0.1000,790.0,0.05
0,0.1000,791.0,0.05
0,0.1000,792.0,0.05
0,0.1000,793.0,0.05
0,0.1000,794.0,0.05
0,0.1000,795.0,0.05
0,0.1000,796.0,0.05
0,0.1000,797.0,0.05
0,0.1000,798.0,0.05
0,0.1000,799.0,0.05
0,0.1000,800.0,0.05
0,0.1000,801.0,0.05
0,0.1000,802.0,0.05
0,0.1000,803.0,0.05
0,0.1000,804.0,0.05
0,0.1000,805.0,0.05
0,0.1000,806.0,0.06
0,0.1000,807.0,0.06
0,0.1000,808.0,0.06
0,0.1000,809.0,0.06
